Uniprot,Cluster Number,Start Pos,End Pos
Q8NBF1,1,407,520
Q6T4R5,1,0,113
Q08499,1,0,113
Q2M3C6,1,370,485
Q8TF01,1,45,163
Q9H987,1,694,813
Q96HB5,1,318,437
P25940,1,319,439
Q16378,1,14,134
P18583,1,1138,1260
Q6ZTI0,1,0,123
O60879,1,491,614
Q8TBC3,1,583,707
A4D2P6,1,706,830
Q9UQ16,1,744,869
Q13495,1,301,426
Q9H1B7,1,579,705
Q99558,1,644,771
Q9UPZ9,1,289,416
Q8WWN8,1,1417,1544
Q86TM6,1,332,459
Q96J92,1,746,874
O14776,1,0,128
Q13444,1,734,863
Q9Y2V3,1,190,320
Q9H3T2,1,633,763
P50570,1,739,870
O95466,1,506,637
Q5T6C5,1,101,233
P0DKV0,1,119,252
Q6UUV9,1,350,483
Q6ZU65,1,0,134
Q9Y5K6,1,327,462
Q14185,1,1730,1865
B4DYI2,1,113,249
Q13191,1,456,592
Q8N8D1,1,0,136
Q9BXI6,1,371,508
Q12815,1,504,642
Q8IZ40,1,385,523
Q08397,1,236,374
Q9BXX0,1,778,917
Q6N021,1,387,526
Q9UPN6,1,930,1069
Q12965,1,917,1057
P43026,1,28,170
Q08378,1,0,145
Q99946,1,0,147
Q9NY43,1,0,148
Q9NZ81,1,0,148
A1L443,1,289,438
Q86VE0,1,118,267
P47902,1,7,157
Q15032,1,485,636
Q96J02,1,182,335
Q02779,1,748,901
Q99501,1,528,681
Q96N64,1,0,153
Q5JU85,1,581,735
Q9NQL9,1,74,229
Q9NYV4,1,1208,1363
Q15047,1,401,556
P49848,1,521,677
P28702,1,35,191
Q9UJM3,1,221,377
P31249,1,36,199
O95104,1,668,831
Q9UL51,1,0,165
Q92777,1,415,582
Q68DA7,1,811,979
Q8N2Y8,1,524,693
O43365,1,31,200
O00401,1,262,431
Q9H013,1,750,920
Q5JSH3,1,178,350
Q27J81,1,344,517
Q96Q04,1,682,856
A4UGR9,1,2091,2267
P54792,1,482,659
O14640,1,507,685
Q14526,1,240,421
Q8IWB4,1,51,233
Q9UQB3,1,133,315
Q86TC9,1,533,716
Q13029,1,901,1085
Q5TZJ5,1,51,239
Q5JRA6,1,1635,1826
Q5RGS2,1,51,242
Q9UJY5,1,303,494
Q5VVP1,1,51,243
Q702N8,1,939,1132
Q07890,1,1139,1332
Q5T8P6,1,327,520
O14641,1,521,716
Q5SYE7,1,794,989
O15054,1,495,690
O60890,1,603,802
Q9Y6W5,1,238,437
Q5HYK7,1,210,411
Q71SY5,1,545,747
P42768,1,300,502
O43150,1,743,946
Q9C0H9,1,334,538
Q92997,1,504,708
Q9ULJ6,1,861,1067
O60610,1,552,760
Q07889,1,1124,1333
Q9NZQ3,1,99,309
Q9HCH0,1,967,1180
Q96L73,1,2210,2426
Q15772,1,2752,2969
Q99583,1,13,231
O15054,1,701,920
Q7Z5R6,1,446,666
Q93052,1,0,222
Q9BQI5,1,304,529
Q92558,1,267,493
O15357,1,892,1120
Q2TAL5,1,82,314
B1AK53,1,524,756
Q9Y6X6,1,1442,1676
O15240,1,20,259
Q86UU0,1,269,510
O14559,1,1046,1287
Q8WX93,1,604,846
Q9NZM4,1,1315,1560
Q15427,1,179,424
Q9Y2H0,1,550,800
Q9UMN6,1,527,781
Q96DN6,1,537,795
O00512,1,206,464
Q4KMQ1,1,131,395
Q8IZP0,1,157,426
Q9Y4H2,1,832,1106
Q9ULL5,1,472,753
Q9NYB9,1,164,445
Q16630,1,160,442
Q8TB24,1,245,532
O94855,1,0,287
Q9ULH1,1,775,1064
O14976,1,862,1155
G3V599,1,1046,1339
Q9Y2G1,1,48,341
Q04118,1,9,309
O95359,1,1734,2035
Q75N03,1,189,491
P10163,1,3,310
O15054,1,184,494
Q15637,1,323,639
Q5VT52,1,1003,1322
O75909,1,258,580
Q9H987,1,356,682
O75038,1,897,1231
Q15942,1,19,360
Q68EM7,1,508,881
Q9Y566,1,1350,1725
Q8TF74,1,0,391
O43670,1,81,478
Q9UPS6,1,346,744
Q5JU85,1,1079,1478
Q9ULI4,1,1330,1730
A6NGB9,1,0,414
Q8WXE0,1,645,1104
Q9NZ56,1,792,1252
O43516,1,0,503
Q96EV2,1,232,797
Q70E73,1,574,1163
Q9P2R6,1,541,1138
Q5T0Z8,1,125,773
Q5HY64,1,150,818
Q9P206,1,319,1035
Q8IZD2,1,1140,1858
Q8NEZ4,1,1703,2450
P54259,1,0,775
Q8N4J0,2,0,30
O14841,2,1247,1278
Q15406,2,0,33
Q9HA47,2,0,34
Q16760,2,551,586
Q96IU2,2,92,128
Q6ULP2,2,0,36
Q96JG9,2,679,715
Q14160,2,819,855
Q69YI7,2,85,122
Q9UKN7,2,2410,2447
Q9UJX0,2,61,98
Q6ZNR0,2,47,84
Q9NUB4,2,0,37
O75420,2,774,812
Q16644,2,0,38
A6NKF7,2,0,38
P50851,2,0,38
P20936,2,126,165
O94910,2,1290,1331
P22735,2,0,42
Q6UXK2,2,284,327
O14529,2,511,556
P17676,2,151,198
Q6ZSJ8,2,0,48
Q9NWM3,2,88,136
A8MWX3,2,429,477
A6NCC3,2,413,462
P0CJ92,2,413,462
Q9NQA3,2,398,447
Q6VEQ5,2,416,465
A8K0Z3,2,416,465
Q9Y663,2,90,140
P13631,2,404,454
P30530,2,805,855
O95153,2,741,791
Q9P2G3,2,66,117
P04920,2,447,499
P21860,2,1230,1282
P49354,2,0,54
P58012,2,0,54
Q9P1Z0,2,176,231
Q9NVF7,2,0,57
Q8TF68,2,167,225
Q9P2S2,2,1450,1509
P19532,2,440,499
O95754,2,693,752
Q8NGU9,2,375,434
Q92949,2,245,305
Q5T6C5,2,343,404
O15211,2,0,62
P57073,2,0,62
Q8N196,2,355,418
Q8WY41,2,59,122
Q8WYQ5,2,0,64
Q96DU7,2,328,392
Q13432,2,0,65
A6NDY0,2,0,66
Q9C0K0,2,623,689
P55318,2,215,282
P33151,2,663,731
Q8N594,2,0,69
Q5JWF2,2,174,245
Q9H3P7,2,0,71
O43242,2,0,71
O60347,2,0,72
Q8WUQ7,2,475,548
Q86T03,2,0,75
P52954,2,205,281
Q52MB2,2,100,176
Q9NZM4,2,26,102
Q8N158,2,481,557
P84550,2,522,599
Q9Y2I9,2,0,77
Q9NZL4,2,0,78
Q7Z572,2,0,79
Q96KN1,2,0,79
Q96JQ0,2,2965,3046
Q9H0U9,2,0,81
Q6ZNJ1,2,1359,1440
Q8IX07,2,603,685
P52945,2,199,283
P54826,2,245,329
P17542,2,244,331
Q8N1G0,2,875,962
Q86Y37,2,0,87
Q86YJ5,2,18,105
Q6ZVH7,2,332,420
P42658,2,0,88
Q9HCD6,2,0,88
O43294,2,0,89
Q86UZ6,2,499,589
P22001,2,0,91
Q5TC84,2,0,93
P31277,2,176,274
C9JLR9,2,486,586
P14209,2,25,127
Q8NBZ0,2,140,244
Q9ULX6,2,540,646
P50219,2,293,401
Q24JP5,2,877,985
Q7L1V2,2,0,110
P55808,2,27,137
Q9ULD8,2,704,815
Q96QC0,2,498,609
Q5TG53,2,0,111
Q9UF56,2,211,324
P22460,2,0,116
Q8TE59,2,48,166
Q14919,2,86,205
Q96K62,2,123,245
P31260,2,218,340
O95785,2,1460,1583
Q9UPN9,2,0,123
Q9ULL5,2,121,247
Q9C0A1,2,1945,2071
P41594,2,933,1060
Q9UDV7,2,370,498
Q96RF0,2,60,191
A6NJT0,2,397,531
Q06587,2,134,268
O43281,2,239,375
Q9Y661,2,59,195
Q63HR2,2,449,587
Q9UJU5,2,0,140
O15156,2,166,315
O15021,2,0,150
Q5JU85,2,419,570
Q86XN8,2,0,155
Q96DT7,2,0,156
O94983,2,335,493
P21817,2,4378,4541
Q75VX8,2,384,548
O15209,2,306,478
Q14934,2,14,186
Q5VWX1,2,174,349
Q8N350,2,388,565
C4AMC7,2,285,463
Q53LP3,2,82,264
P55316,2,0,182
P30291,2,0,186
Q9Y3Q4,2,0,191
Q9Y520,2,22,214
Q96JB3,2,221,425
Q9H6A9,2,1826,2034
Q96RK0,2,450,664
O60346,2,248,471
Q9Y2J0,2,165,391
P78411,2,166,394
Q9P0W5,2,0,231
Q12830,2,0,235
A7E2V4,2,511,762
Q12852,2,602,859
Q96JE7,2,768,1060
O95104,2,852,1147
Q9UQF2,2,62,372
Q6PKG0,2,0,356
Q13387,2,39,444
Q2VWA4,2,512,936
Q9UPQ9,2,608,1056
P00519,2,512,998
O15234,2,0,543
P48634,2,794,1829
P13682,3,10,40
Q15642,3,552,582
Q711Q0,3,0,30
Q702N8,3,844,874
Q8N0V3,3,207,237
Q8NET8,3,760,790
P56945,3,293,323
O94776,3,50,80
Q6ZN16,3,970,1000
O14490,3,650,680
Q49A92,3,367,397
Q9Y3Z3,3,596,626
Q5VVJ2,3,223,253
Q8NBR6,3,188,218
O94888,3,55,85
Q9P2P1,3,1177,1207
P13611,3,413,443
P56715,3,1673,1703
Q9ULH0,3,1679,1709
Q9Y2L5,3,680,710
Q6P2I7,3,44,74
Q96M27,3,177,207
Q96F46,3,713,743
Q2LD37,3,2396,2426
Q9H8W4,3,219,249
Q7Z6B0,3,0,30
Q8NEZ4,3,1404,1434
Q8WUJ0,3,193,223
P35222,3,29,59
A8MT70,3,770,800
Q9NR09,3,2942,2973
Q96CN4,3,763,794
Q8WYJ6,3,336,367
O95259,3,958,989
O94887,3,1023,1054
Q96QE3,3,1265,1296
Q6UXX5,3,1032,1063
Q5K4E3,3,22,53
Q8WXE9,3,326,357
Q9H4Z2,3,199,230
Q96KG7,3,1109,1140
Q9NVR0,3,45,76
Q14140,3,139,170
Q8N1Y9,3,36,67
Q5TBA9,3,1524,1555
P17812,3,421,452
Q7Z7B0,3,788,819
Q9C0D0,3,169,200
Q9UPW0,3,591,622
Q8N1H7,3,354,385
P41236,3,66,97
Q6P5Q4,3,34,65
Q9NZD1,3,294,325
Q9HBE5,3,338,369
O95817,3,0,31
P57071,3,346,377
Q8TB24,3,541,572
Q07954,3,4513,4544
Q14699,3,547,578
Q13033,3,387,418
Q7Z309,3,0,31
Q13523,3,555,586
A4D161,3,236,267
P13535,3,1285,1316
Q96PV7,3,379,410
Q96EY1,3,441,472
P32004,3,1225,1257
Q9HCF6,3,1328,1360
O15014,3,1265,1297
P28908,3,433,465
P29475,3,212,244
Q8WYA1,3,554,586
Q8N3K9,3,1466,1498
Q9H4A9,3,403,435
Q14201,3,134,166
P48382,3,0,32
Q13315,3,1965,1997
Q8NC26,3,211,243
M0QZD8,3,228,260
Q9Y243,3,108,140
Q6ZP65,3,326,358
Q8IXW5,3,287,319
Q92508,3,144,176
Q13077,3,0,32
Q9H063,3,54,86
Q8WYL5,3,0,32
Q9UMR3,3,312,344
Q8IYX7,3,442,474
Q6UB98,3,1682,1714
Q05BQ5,3,0,32
Q6ZW13,3,260,293
Q9UPN4,3,228,261
Q9NZV8,3,597,630
Q9HCK1,3,1347,1380
P36551,3,98,131
P19484,3,443,476
Q9P1G2,3,69,102
Q8WVB6,3,244,277
Q5VU43,3,935,968
Q8WUY3,3,2014,2047
O95279,3,356,389
Q8IUW3,3,269,302
P19838,3,891,924
P14616,3,663,696
D6RGH6,3,84,117
Q9H2F5,3,371,404
O43524,3,328,361
Q9Y6H5,3,281,314
Q9UQ49,3,293,326
Q01064,3,443,476
Q9H2Y7,3,1496,1529
Q4ZHG4,3,1562,1595
Q9NR80,3,253,286
Q3B820,3,153,186
Q9NX63,3,29,62
O75886,3,141,174
O95684,3,327,360
Q9Y6V0,3,2002,2035
Q9UKL3,3,1482,1515
Q68EM7,3,456,490
Q9P107,3,42,76
Q12802,3,621,655
Q6DT37,3,352,386
Q8WWY7,3,77,111
Q9Y2B9,3,42,76
Q9BX40,3,274,308
O60519,3,86,120
Q99871,3,0,34
Q8N6Y0,3,225,259
Q86TH1,3,408,442
Q16821,3,25,59
Q9BZV3,3,656,690
Q9NXF8,3,0,34
P29375,3,1323,1357
Q9BQ95,3,397,431
Q9H1H9,3,1378,1412
Q53GL7,3,247,281
Q96JM4,3,1250,1284
Q9UNY5,3,13,47
O94885,3,312,346
Q8IWZ3,3,863,897
Q96T25,3,629,663
A8MPP1,3,75,110
Q8TF44,3,114,149
Q9Y6M7,3,0,35
Q8WUX9,3,389,424
Q9BVW6,3,50,85
Q8IWV1,3,297,332
Q6IC98,3,400,435
O94876,3,57,92
Q6UXR6,3,31,66
P13611,3,1707,1742
P28827,3,835,870
Q8NHV4,3,445,480
Q6NXS1,3,60,95
P55265,3,255,290
Q8NHK3,3,200,235
O60784,3,303,338
Q5TBA9,3,1374,1409
Q9P2H5,3,983,1018
Q9H4A3,3,1618,1653
Q86SQ0,3,393,428
O94988,3,576,611
Q2M1K9,3,82,117
Q9Y6V0,3,4126,4161
Q99594,3,0,35
Q9UBG0,3,1443,1479
Q6UX41,3,464,500
Q13286,3,235,271
Q9Y6Q2,3,0,36
Q5TAP6,3,730,766
Q9NYI0,3,737,773
A6PVC2,3,220,256
Q9UJQ4,3,686,722
Q6P995,3,38,74
Q8NE31,3,247,283
Q5T5P2,3,845,881
Q6NZI2,3,340,376
Q9UQN3,3,177,213
O14492,3,376,412
Q9H8E8,3,0,36
Q9UNZ2,3,258,294
O60522,3,282,318
P21980,3,429,465
Q5VZ66,3,458,494
Q15849,3,23,59
Q9P2P6,3,1891,1927
P12270,3,910,946
Q9NYF0,3,142,179
H3BSA7,3,0,37
A6NNM8,3,0,37
O60934,3,347,384
P0CG31,3,0,37
Q99996,3,3315,3352
Q9UMZ2,3,756,793
P04233,3,259,296
Q9H4L5,3,0,37
Q9UKA9,3,18,55
Q8IVF5,3,259,296
Q8IWB9,3,941,978
O75182,3,119,156
A6PVC2,3,0,37
Q9H175,3,279,316
Q9BRR8,3,560,597
Q9UKL3,3,1548,1585
Q8WXG6,3,600,637
Q86YL7,3,22,59
O14715,3,1297,1334
O94993,3,716,753
Q9ULI3,3,646,684
Q8NBB4,3,129,167
Q15643,3,125,163
Q7Z589,3,1284,1322
Q8N2G8,3,88,126
Q02880,3,1105,1143
Q9UBZ9,3,1112,1150
P21817,3,4586,4624
Q3BBV0,3,651,689
Q5VY09,3,272,310
Q9Y2I7,3,1155,1193
Q8IUM7,3,714,752
A4D2B0,3,228,266
Q8IZR5,3,0,38
P55265,3,205,243
Q5VZ89,3,660,698
P0DJD0,3,1283,1321
P0DJD1,3,1291,1329
Q96CX6,3,333,371
O60840,3,453,491
Q96PQ7,3,149,187
P12270,3,2150,2189
Q15154,3,780,819
Q17R60,3,496,535
Q8N490,3,26,65
Q00653,3,696,735
Q9Y4J8,3,680,719
P19022,3,769,808
Q9Y2X0,3,838,877
Q9UQE7,3,1056,1095
Q8IZF6,3,3041,3080
Q99808,3,240,279
Q6NUJ5,3,359,398
Q9UPV0,3,208,247
P22059,3,324,363
P18827,3,25,64
B1ATL7,3,18,57
Q6ZWH5,3,837,876
Q8NHV4,3,497,536
Q9Y4D8,3,1489,1528
O95477,3,1135,1174
Q6P1X5,3,1014,1053
Q96MP8,3,0,39
P78312,3,748,787
Q99666,3,1297,1336
Q9BV35,3,31,70
P35658,3,980,1019
Q01954,3,857,897
Q92543,3,404,444
P0CB48,3,360,400
Q9ULI2,3,323,363
Q5JTW2,3,559,599
Q96Q42,3,350,390
O75410,3,489,529
Q8N3K9,3,2895,2935
Q86V42,3,0,40
Q8N5C8,3,470,510
P13611,3,802,842
Q9H0K1,3,445,485
Q8N5R6,3,600,640
Q9BVG9,3,447,487
A1E959,3,239,279
Q5JSH3,3,555,595
P32239,3,251,291
Q5XXA6,3,946,986
Q12774,3,24,64
A5YM69,3,24,64
Q8N350,3,83,123
O60765,3,68,108
O75128,3,494,534
Q9UMZ2,3,699,739
Q9UL25,3,185,225
Q2M2I8,3,910,950
Q9H816,3,443,483
Q6EKJ0,3,245,285
Q96RL1,3,382,422
Q86T13,3,426,467
Q9BWH6,3,184,225
P51813,3,247,288
Q6ZU67,3,284,325
Q6IC98,3,18,59
A6NGE4,3,559,600
Q16821,3,1022,1063
Q9UQ35,3,0,41
P30304,3,165,206
P78368,3,0,41
P49815,3,1317,1358
Q9HCE1,3,962,1003
Q9P281,3,2313,2354
H3BQV1,3,255,296
P07333,3,913,954
Q8N3U4,3,1131,1172
Q9Y3L3,3,158,199
Q5T4S7,3,2429,2470
Q6ZNG9,3,451,492
Q96K83,3,71,112
P55265,3,570,612
Q6ZS81,3,0,42
Q8IVJ1,3,50,92
Q9NR09,3,457,499
P13611,3,1221,1263
Q9BSQ5,3,385,427
P01266,3,2726,2768
Q3B8N5,3,16,58
Q2PPJ7,3,444,486
Q9Y2M0,3,167,209
Q96GV9,3,0,42
O95759,3,429,471
A6NKT7,3,1295,1337
P49792,3,2270,2312
Q5VZL5,3,252,294
P0C851,3,0,42
Q99798,3,522,564
O95813,3,15,57
Q9HCK1,3,685,727
Q8N8K9,3,149,191
Q9UJQ4,3,110,153
Q9Y519,3,364,407
Q3MJ13,3,1049,1092
Q9H869,3,753,796
Q8IVL1,3,703,746
Q92889,3,640,683
Q9Y5S1,3,721,764
Q8NFP9,3,1252,1295
A6NM62,3,494,537
Q9HBG4,3,666,709
Q9H633,3,111,154
Q9BRA0,3,0,43
Q8IXN7,3,339,382
Q9H987,3,312,355
Q8NA31,3,451,494
Q8TED9,3,168,211
Q01970,3,1191,1234
Q86WB0,3,31,74
Q9UKY1,3,197,240
Q9UJ41,3,0,43
O75808,3,297,340
Q96CN4,3,0,43
Q8N2C7,3,2940,2983
Q13371,3,14,57
Q5TF58,3,474,517
Q13761,3,372,415
Q5D1E8,3,0,44
Q9NYZ2,3,0,44
Q9NYF5,3,480,524
Q9P2F6,3,1136,1180
Q03468,3,0,44
E7EV46,3,0,44
Q1MSJ5,3,719,763
Q96BA8,3,68,112
Q5T2W1,3,475,519
E7EQL1,3,22,66
Q9UHY8,3,169,213
Q5VU97,3,1122,1166
Q5VUA4,3,537,581
Q8J025,3,438,482
Q5T5Y3,3,769,813
Q99689,3,0,44
Q96RU2,3,689,733
Q86UP8,3,241,285
Q86YS3,3,216,260
P0C7P1,3,451,496
P0DJD4,3,451,496
P0DJD3,3,451,496
A6NEQ0,3,451,496
P35606,3,828,873
Q15459,3,477,522
Q8N5S3,3,0,45
Q14242,3,367,412
O75461,3,236,281
A8MUH7,3,357,402
Q8TE58,3,796,841
Q9NZC9,3,898,943
Q96MK2,3,383,428
Q9Y6G9,3,0,45
Q8NC01,3,0,45
Q9NZN5,3,1424,1469
A6NGD5,3,145,190
Q17RC7,3,89,134
O75962,3,1922,1967
Q8N8G2,3,33,78
Q9Y478,3,0,46
P14138,3,180,226
P17028,3,0,46
Q9UKL0,3,436,482
P39880,3,509,555
Q8TCU4,3,1208,1254
Q7RTX9,3,211,257
P30305,3,159,205
Q8N205,3,217,263
Q96N95,3,0,46
Q16540,3,107,153
Q96RL1,3,162,208
Q9HC44,3,428,474
Q99613,3,0,46
B5ME19,3,0,46
Q9UEY8,3,566,612
Q96F24,3,78,124
P25103,3,361,407
P17658,3,202,248
Q86V97,3,628,674
Q8IUY3,3,0,47
A6NNA5,3,216,263
P11137,3,275,322
P48547,3,119,166
Q8N6Y0,3,537,584
O60248,3,56,103
Q9NQA5,3,653,700
Q8N6C5,3,1289,1336
Q8TD19,3,932,979
Q8TEQ6,3,1387,1434
Q8N7U6,3,133,180
Q5TBA9,3,1741,1788
A6NGG8,3,355,402
Q8WV99,3,210,257
Q9ULH0,3,1156,1204
Q9Y5S1,3,0,48
Q658K8,3,85,133
Q9P2P6,3,3196,3244
Q86UT8,3,166,214
P04637,3,345,393
Q01668,3,2106,2154
Q8IXF0,3,209,257
Q99593,3,0,48
Q96JM2,3,2120,2168
Q5JTD7,3,253,301
Q9Y3S1,3,1253,1301
Q7Z2Z1,3,1781,1830
Q6NXS1,3,0,49
Q9H2V7,3,0,49
P0C264,3,310,359
Q2M3A8,3,109,158
Q5MNZ9,3,361,410
Q8IVF2,3,11,60
Q9NR64,3,139,188
Q9UK32,3,0,49
Q9C0H5,3,563,612
P04921,3,0,49
Q7RTU1,3,165,214
Q9Y4E1,3,620,669
Q9UMS5,3,337,386
O14514,3,311,360
Q92622,3,552,601
Q4G0I0,3,23,73
Q6ZNE9,3,224,274
Q96T88,3,77,127
P10073,3,203,253
Q9P2D8,3,1861,1911
O43896,3,392,442
Q8NB59,3,71,121
Q8N5B7,3,342,392
Q6ZMZ0,3,594,644
Q9UPR3,3,589,639
Q6ZN30,3,963,1013
Q68G74,3,19,69
O60303,3,1151,1201
Q96CV9,3,167,218
Q5T7N3,3,440,491
Q92628,3,1344,1395
Q58EX7,3,1140,1191
O60333,3,906,957
Q00587,3,340,391
H7C1D1,3,0,51
Q5SZJ8,3,122,173
Q9BSE4,3,324,375
Q5T4B2,3,544,595
Q03933,3,288,339
Q9Y5X0,3,150,201
Q68CQ1,3,99,151
Q9H5J0,3,522,574
Q63HK5,3,846,898
Q8N3F8,3,113,165
P35408,3,425,477
Q76N32,3,505,557
Q14247,3,0,52
Q92560,3,571,623
Q8N0Z3,3,154,206
Q9UKP4,3,1001,1053
Q86UQ0,3,101,153
Q5SR56,3,454,506
Q969R5,3,34,86
Q7Z698,3,121,173
Q8N7U7,3,359,411
Q86T24,3,311,363
Q562F6,3,155,207
Q96P31,3,602,655
Q8IZQ8,3,750,803
Q86YD7,3,411,464
O43310,3,39,92
Q5SWA1,3,497,550
Q9H330,3,291,344
Q8N137,3,106,159
P34741,3,23,76
Q9H2X6,3,858,911
Q4JDL3,3,59,112
O75052,3,172,225
O00418,3,0,53
Q7Z589,3,907,960
Q9H175,3,0,54
Q6GYQ0,3,334,388
A1A5D9,3,0,54
O60884,3,358,412
Q6ZMG9,3,330,384
A8MTZ7,3,0,54
Q9ULD6,3,0,54
Q8N2C7,3,1394,1448
Q96QT6,3,149,203
Q07866,3,150,204
E7EVH7,3,322,376
Q9P2E8,3,319,374
Q96EW2,3,362,417
Q8NFC6,3,2394,2449
Q5T5C0,3,552,607
Q5JWR5,3,550,605
O95613,3,2166,2221
Q9BQA5,3,407,462
Q8IZX4,3,528,583
P21675,3,509,564
Q9ULD2,3,0,55
Q7Z3J3,3,1283,1338
Q9Y5R6,3,318,373
Q13541,3,63,118
Q7Z739,3,0,55
Q9Y548,3,12,67
Q8N3J3,3,580,635
P41180,3,1023,1078
Q8WYN3,3,0,55
Q96S53,3,516,571
Q8WVZ9,3,629,684
Q9P1W3,3,751,806
Q96RN1,3,650,705
P24394,3,650,706
Q8TED9,3,557,613
O43868,3,0,56
Q9NSK0,3,148,204
P11362,3,104,160
Q86VR2,3,410,466
Q6P5W5,3,430,486
Q16828,3,149,205
Q6P2D8,3,461,517
Q6PIJ6,3,556,612
Q8WV41,3,65,121
P12259,3,788,845
Q8N7R7,3,56,113
Q9H347,3,273,330
Q5VV41,3,94,151
P35712,3,0,57
Q86VK4,3,52,109
D6RGX4,3,407,464
O43166,3,1255,1312
Q8WXE9,3,173,230
Q13129,3,1779,1836
O60941,3,516,574
Q5JT82,3,0,58
Q8N183,3,111,169
Q10587,3,120,178
O43290,3,569,627
Q8NEN9,3,479,537
Q7Z6Z7,3,701,759
Q9Y5H1,3,788,846
Q86Y26,3,657,715
Q9P1A6,3,431,489
A6NNA2,3,0,58
Q9Y4H2,3,626,684
Q6ZNA4,3,242,300
Q9NUP1,3,0,58
Q9P1A6,3,29,88
Q8NC26,3,80,139
Q00987,3,369,428
Q9H972,3,464,523
O60343,3,232,291
A6NFC9,3,261,320
Q9UMZ2,3,445,504
Q9UBW7,3,0,59
Q14CM0,3,806,866
Q96NW7,3,968,1028
Q6PI26,3,435,495
Q06945,3,0,60
Q5TCQ9,3,961,1021
Q5GH76,3,0,60
Q9HCH0,3,260,320
Q9H9A7,3,242,302
Q6ZMQ8,3,1243,1303
Q9H3P7,3,312,372
O94768,3,303,363
A6NCW3,3,81,141
Q86YL5,3,99,159
O75127,3,39,99
G3V325,3,88,148
O75298,3,0,61
Q9Y5A7,3,527,588
Q5T011,3,1626,1687
O75132,3,348,409
P29353,3,0,61
Q92835,3,100,161
Q92615,3,0,61
Q68D42,3,94,155
Q9Y6Q9,3,737,798
O95210,3,27,88
Q6IA17,3,338,399
Q16280,3,0,61
Q9H6X4,3,42,103
Q9BZC7,3,1322,1384
O15439,3,631,693
Q52LW3,3,539,601
Q9NUJ3,3,0,62
O75208,3,38,100
A6NEA5,3,81,143
Q96PV7,3,133,195
Q9UPE1,3,0,62
Q9H175,3,481,543
Q14671,3,289,352
O75152,3,708,771
Q9BYG5,3,247,310
P23193,3,75,139
O15015,3,306,370
Q8N137,3,641,705
Q08AF8,3,190,254
P11274,3,184,248
P49790,3,166,230
Q9BVS5,3,88,152
A8K0S8,3,187,251
Q5T0N5,3,475,539
Q14938,3,257,321
P16234,3,1017,1081
Q96S65,3,0,64
O43281,3,154,219
Q0D2H9,3,189,254
Q9P0L2,3,651,716
O95450,3,1128,1193
Q96JQ2,3,467,532
Q9H6L5,3,432,497
Q96RU3,3,483,548
Q10570,3,711,777
Q15003,3,545,611
Q3C1V9,3,312,378
Q9NS56,3,410,476
Q3KR37,3,249,315
Q8IVL1,3,2422,2488
Q2LD37,3,3682,3748
Q96JN2,3,244,310
Q9Y4D8,3,3014,3080
Q93009,3,0,66
Q9Y4G8,3,36,102
Q8N3K9,3,1037,1104
P43362,3,0,67
Q49AJ0,3,756,823
Q96NW7,3,643,711
Q7Z3H0,3,204,272
Q9HBG7,3,517,585
Q9UK96,3,307,375
Q9NZN5,3,1134,1203
Q9P291,3,34,103
Q12980,3,414,483
Q8IWT3,3,574,643
Q96BY7,3,1369,1438
O15409,3,646,715
Q86UP3,3,3484,3554
O94823,3,636,706
Q9P2D1,3,2820,2890
A6NDR6,3,97,167
O43734,3,0,70
P49768,3,0,70
O75122,3,576,646
Q01814,3,1173,1243
Q04721,3,1750,1820
Q8NB59,3,188,258
Q15406,3,130,200
O95096,3,0,71
Q93008,3,0,71
Q8NE31,3,435,506
Q9NX09,3,0,71
P43359,3,0,71
P53365,3,14,85
O75460,3,489,560
Q93086,3,351,422
Q9Y5H7,3,808,879
Q9Y5I3,3,822,893
Q6ZV29,3,1246,1317
Q9UNH5,3,369,441
Q12955,3,3444,3516
Q15772,3,806,878
Q92902,3,247,319
Q8IVT2,3,534,606
Q86UP3,3,421,493
Q9UN73,3,822,894
Q9Y5I0,3,822,894
P49810,3,0,73
Q6ZT07,3,1104,1177
Q14582,3,136,209
Q9GZY6,3,170,243
Q96RL1,3,87,160
Q9H8N7,3,200,273
Q96C92,3,132,205
Q9H158,3,835,908
Q9UN75,3,813,886
Q8TF17,3,383,456
P0CG33,3,488,562
A6NDK9,3,488,562
O00507,3,0,74
Q8NG48,3,601,675
P51816,3,367,441
Q7Z460,3,225,299
O75164,3,466,540
P0CAP2,3,115,189
Q6UX07,3,303,377
Q9Y5H6,3,822,896
Q14494,3,465,539
P48551,3,441,515
Q9NR48,3,0,75
Q8IWJ2,3,1469,1544
P28715,3,403,478
Q2LD37,3,1921,1996
Q13422,3,0,75
Q6Q0C0,3,44,119
Q6ZS17,3,372,447
Q9H329,3,678,753
Q96DT7,3,160,235
P17302,3,307,382
P49792,3,1109,1184
Q96S38,3,437,513
Q9P0U4,3,213,289
R4GMW8,3,828,904
Q9Y4B5,3,1055,1131
Q99687,3,192,268
P35711,3,687,763
Q9H2D6,3,1592,1668
Q4ADV7,3,1347,1423
P27987,3,567,643
Q6ZMT1,3,213,289
A2A368,3,34,110
Q14676,3,179,255
Q64LD2,3,0,77
Q96NY8,3,376,453
P35712,3,751,828
P48751,3,422,499
Q92619,3,1059,1136
Q76I76,3,790,868
P06213,3,1304,1382
Q8N1W1,3,466,544
Q9UK59,3,387,465
Q9H0D2,3,425,503
Q8N7W2,3,76,154
